category,is_closed,latitude,longitude,name,rating,review_count
newamerican,,34.0044481,-118.4311095,Waku Waku Sakebar,4,535
mediterranean,,34.02948,-118.38901,Auburn,4,537
mediterranean,,34.02948,-118.38901,Ave 26 Taco Stand,4,537
italian,,34.03847976,-118.2347514,Dirt Dog,4,541
italian,,34.03847976,-118.2347514,District,4,542
newamerican,,34.08251,-118.32332,Urth Caffé- Downtown LA,4,547
newamerican,,34.08251,-118.32332,V,4,549
newamerican,,34.08251,-118.32332,The Izaka-Ya by Katsu-Ya West Hollywood,4,549
mideastern,,34.10203,-118.32191,Aloha Café,4,550
italian,,34.08319,-118.33908,Good Goose Cafe,4,552
italian,,34.08319,-118.33908,Good Greek Grill,4,552
italian,,34.08319,-118.33908,Gracias Madre,4,553
italian,,34.08319,-118.33908,Gracie's Pizza,4,553
chinese,,34.09807939,-118.3446622,Rodini Park,4,559
chinese,,34.09807939,-118.3446622,Roji Bakery,4,561
newamerican,,34.08612798,-118.3617271,Locanda Veneta,4,562
bakeries,,33.9978246,-118.4203116,Woon,4,564
soulfood,,33.9985785,-118.3307743,Kanpai Japanese Sushi Bar & Grill,4,566
soulfood,,33.9985785,-118.3307743,Kanpai Japanese Sushi Bar & Grill 2,4,567
italian,,34.1184299,-118.25971,Atrium,4,575
italian,,34.1184299,-118.25971,Au Lac,4,575
thai,,34.07411227,-118.3094354,Shabuya,4,588
korean,,34.05792,-118.30503,Jopok Topokki,4,592
asianfusion,,34.07397765,-118.2515627,El Compadre,4,598
asianfusion,,34.07397765,-118.2515627,El Coyote Mexican Cafe,4,599
seafood,,34.08902,-118.26905,The Halal Guys,4,605
bbq,,34.13742,-118.1954,The Bun Shop,4,606
bbq,,34.13742,-118.1954,The Burrow,4,607
thai,,34.0450459,-118.2769246,Majordōmo,4,608
mediterranean,,34.0489812,-118.2589574,10e,4,612
mediterranean,,34.0489812,-118.2589574,25 Degrees,4,614
sushi,,33.95771303,-118.3959741,Tacos Tumbras a Tomas,4,617
korean,,34.05618286,-118.3094025,Sizzler,4,617
tradamerican,,34.097487,-118.368268,Pura Vita,4,617
sushi,,33.95771303,-118.3959741,Tacos Los Poblanos,4,618
sushi,,33.95771303,-118.3959741,Taix French Restaurant,4,619
spanish,,34.06941,-118.3748,The Semi-Tropic,4,620
breakfast_brunch,,33.978852,-118.40565,Pastina,4,622
seafood,,34.0269938,-118.408793,Wokcano Asian Restaurant & Bar,4,626
seafood,,34.0269938,-118.408793,Won Kok Restaurant,4,627
seafood,,34.0269938,-118.408793,Wood,4,627
italian,,34.1074686,-118.2872751,Little Sister,4,628
italian,,34.1074686,-118.2872751,Little Tokyo Taiyaki,4,628
cafes,,34.06273,-118.30946,The Bazaar by José Andrés,4,630
cocktailbars,,33.99696036,-118.4315601,Pez Cantina,4,632
cocktailbars,,33.99696036,-118.4315601,Philippe the Original,4,633
tacos,,34.03437201,-118.2321303,Natraliart Jamaican Restaurant & Market,4,634
tacos,,34.03437201,-118.2321303,Neri's,4,635
tacos,,34.03437201,-118.2321303,New China Mongolian Bbq,4,636
mexican,,34.0596284,-118.3451919,Feng Mao Lamb Kebab,4,638
mexican,,34.0596284,-118.3451919,Fig & Olive - Melrose Place,4,639
breakfast_brunch,,34.0472167,-118.238885,Ay-Do-No Korean BBQ,4,656
breakfast_brunch,,34.0472167,-118.238885,Ayara Thai Cuisine,4,656
mexican,,34.04534,-118.21398,All'Acqua,4,680
vegetarian,,34.092237,-118.282076,Saddle Ranch Chop House,4,691
cafes,,34.0344334,-118.2916849,Chichen Itza Restaurant,4,693
cuban,,34.08875714,-118.2769305,La Golondrina Mexican Cafe,4,703
cuban,,34.08875714,-118.2769305,La Michoacana Restaurant,4,704
tapasmallplates,,34.03445363,-118.2836694,Komasa Sushi,4,706
sushi,,34.04210281,-118.2636871,Belizean Paradise,4,727
korean,,34.06309902,-118.2971334,Gwen Butcher Shop,4,728
korean,,34.06309902,-118.2971334,Gyu-Kaku Japanese BBQ,4,729
burgers,,34.06523903,-118.2372121,El Carmen,4,732
burgers,,34.06523903,-118.2372121,El Cartel,4,733
breakfast_brunch,,34.03269854,-118.343423,Qin West Noodle,4,751
mexican,,34.15258,-118.36437,Fukurou Ramen,4,758
mexican,,34.15258,-118.36437,Full House Seafood Restaurant,4,759
burgers,,34.095947,-118.371902,Five Leaves LA,4,765
mexican,,34.1014551,-118.3314412,Fei Xiang Gong,4,768
mexican,,34.1014551,-118.3314412,Feast,4,769
gastropubs,,34.07485257,-118.308903,Chef Kang Food Rehab,4,779
newamerican,,34.0914091,-118.2792034,Mari Kimbap Shop,4,784
thai,,34.09773,-118.335936,Zinqué,4,784
mexican,,34.0572413,-118.2383631,H&H Brazilian Steakhouse,4,793
indpak,,34.072291,-118.368852,Lalibela Ethiopian Restaurant,4,793
indpak,,34.072291,-118.368852,Langer's,4,794
brazilian,,33.99933153,-118.4183068,Electric Karma,4,805
breakfast_brunch,,34.083817,-118.273853,Wood & Vine,4,809
breakfast_brunch,,34.083817,-118.273853,Wood Ranch BBQ & Grill,4,809
korean,,34.063852,-118.294609,Inti Restaurant,4,814
korean,,34.063852,-118.294609,Isaan Station Thai Street Food,4,814
salad,,34.083673,-118.341008,Father's Office,4,821
mexican,,34.03392016,-118.291485,The Ivy,4,827
mexican,,34.03392016,-118.291485,The Joint Eatery,4,827
mexican,,34.03392016,-118.291485,The Kickin' Crab - Los Angeles,4,828
mexican,,34.03392016,-118.291485,The Kickin’ Crab,4,828
italian,,34.0978651,-118.3256499,Little Fatty,4,838
italian,,34.0978651,-118.3256499,Little Jewel of New Orleans,4,839
comfortfood,,34.0377826,-118.2428721,High Tide,4,841
comfortfood,,34.0377826,-118.2428721,HiHo Cheeseburger,4,841
vietnamese,,34.1045859,-118.330197,Shaquille’s,4,841
vietnamese,,34.1045859,-118.330197,Shake Shack,4,842
gastropubs,,34.10532,-118.27257,Ruen Pair,4,847
coffee,,34.11055,-118.28726,Everytable,4,848
coffee,,34.11055,-118.28726,Fabiolus Cucina,4,850
pubs,,34.1015151,-118.3233109,Crab House,4,854
pubs,,34.1015151,-118.3233109,Craft,4,855
chicken_wings,,34.0835736,-118.3431347,Rice & Nori,4,855
chicken_wings,,34.0835736,-118.3431347,Rice Guys,4,855
chicken_wings,,34.0835736,-118.3431347,RiceBox,4,856
chicken_wings,,34.0835736,-118.3431347,Rich's BBQ,4,856
korean,,34.0622606,-118.2975594,Spoon & Pork,4,857
korean,,34.0622606,-118.2975594,Spoon By H,4,858
vegan,,34.05635905,-118.2509367,Biergarten,4,873
vegan,,34.05635905,-118.2509367,Big Ants BBQ,4,875
bars,,34.05011891,-118.2414611,Shin-Sen-Gumi Hakata Ramen - Little Tokyo,4,897
bars,,34.05011891,-118.2414611,Shintaro Sushi,4,898
tacos,,34.08827,-118.32633,El Zarape,4,900
steak,,34.05227932,-118.2557194,The Sycamore Kitchen,4,902
steak,,34.05227932,-118.2557194,The Teriyaki House Pico,4,903
steak,,34.05227932,-118.2557194,The Trails,4,904
korean,,34.0560571,-118.2897392,Home Restaurant - Los Feliz,4,909
vegan,,34.04565336,-118.2324523,EMC Seafood & Raw Bar,4,915
newamerican,,34.10538345,-118.3189041,Chosun Galbee,4,916
breakfast_brunch,,34.04676,-118.25099,Combo A,4,923
breakfast_brunch,,34.04676,-118.25099,Comfort Kitchen,4,923
breakfast_brunch,,34.04676,-118.25099,Comfort LA,4,928
breakfast_brunch,,34.04676,-118.25099,Commerson,4,928
italian,,34.103042,-118.291857,Salazar,4,945
italian,,34.103042,-118.291857,Salt's Cure,4,945
mexican,,34.0720873,-118.367282,La Chuperia,4,948
tradamerican,,34.158376,-118.36992,S'moreology,4,973
tradamerican,,34.158376,-118.36992,Sabor Colombiano,4,974
sandwiches,,34.0836847,-118.344759,Asian Box,4,990
breakfast_brunch,,34.090825,-118.3323209,KOBUNGA,4,996
breakfast_brunch,,34.090825,-118.3323209,Kogi BBQ Truck - Verde,4,997
bakeries,,34.0603059,-118.4208591,Ham Ji Park,4,1013
sushi,,34.06194,-118.34573,Bento Man,4,1033
mexican,,34.05323685,-118.2570291,Dave's Hot Chicken,4,1051
asianfusion,,34.0981492,-118.3501071,Grand Central Market,4,1074
asianfusion,,34.0981492,-118.3501071,Granny's Kitchen,4,1075
seafoodmarkets,,34.04083,-118.24018,Madre Oaxacan Restaurant and Mezcaleria,4,1099
seafoodmarkets,,34.04083,-118.24018,Mae Ting's Coconut Cakes,4,1099
colombian,,34.06373,-118.296869,Little Bear,4,1106
french,,34.0481,-118.24846,un solo sol,4,1112
french,,34.0481,-118.24846,Uncle John’s Cafe,4,1113
french,,34.0481,-118.24846,Uovo- Mid-Wilshire,4,1113
french,,34.0481,-118.24846,URBAN cate,4,1114
french,,34.0481,-118.24846,Urban Skillet,4,1114
taiwanese,,34.05816758,-118.4173103,Jang Choong Dong JokBal,4,1121
taiwanese,,34.05816758,-118.4173103,Jaragua,4,1123
taiwanese,,34.05816758,-118.4173103,Jeon Ju Restaurant,4,1128
mexican,,34.05748236,-118.2377401,La Pergoletta on Sunset,4,1128
mexican,,34.05748236,-118.2377401,La Picca,4,1129
taiwanese,,34.05816758,-118.4173103,Jeonju Hyundaiok,4,1130
wine_bars,,34.10406977,-118.27294,Brownstone LA,4,1137
wine_bars,,34.10406977,-118.27294,Buca di Beppo Italian Restaurant,4,1138
vegan,,34.09121041,-118.2794272,Manuela,4,1159
italian,,34.0711906,-118.3599417,Bao Dim Sum House,4,1163
italian,,34.0711906,-118.3599417,Bao Hiroo,4,1164
italian,,34.0711906,-118.3599417,BaoHaus,4,1164
tex-mex,,34.0483374,-118.2477806,Brothers Sandwich Shop,4,1184
tex-mex,,34.0483374,-118.2477806,Brothers Shabuhouse,4,1185
breakfast_brunch,,34.06301,-118.30622,Hinoki & The Bird,4,1191
breakfast_brunch,,34.06301,-118.30622,Hock+Hoof,4,1192
mexican,,34.07251,-118.2213,Flavors of Thai,4,1196
seafood,,34.05013744,-118.2424222,Il Capriccio on Vermont,4,1196
italian,,34.0719384,-118.3884127,Pho Cafe,4,1196
mexican,,34.07251,-118.2213,Fleming's Prime Steakhouse & Wine Bar,4,1198
mexican,,33.9927987,-118.4227098,Froma on Melrose,4,1204
mexican,,33.9927987,-118.4227098,FryMadness,4,1205
newamerican,,34.0486928,-118.2556854,Severance,4,1238
indpak,,34.0621767,-118.3481449,Señorita's Tamales,4,1254
newamerican,,34.05187005,-118.2520536,Cosa Buona,4,1268
newamerican,,34.05187005,-118.2520536,Cow Cafe,4,1269
breakfast_brunch,,34.021791,-118.396617,Farfalla Trattoria,4,1274
breakfast_brunch,,34.021791,-118.396617,Farmhouse,4,1274
italian,,34.03447,-118.28341,Blu Jam Café,4,1353
southern,,34.04810715,-118.3262787,Oaxacan Quesadilla Cart,4,1360
southern,,34.04810715,-118.3262787,OB Bear,4,1361
japanese,,33.96185,-118.4214,sweetgreen,4,1403
japanese,,33.96185,-118.4214,Ta-eem Grill,4,1405
vietnamese,,34.04721535,-118.2561958,Wirtshaus,4,1447
vietnamese,,34.04721535,-118.2561958,Wok Bar,4,1449
korean,,34.05286,-118.29235,Charlie's Famous Fried Chicken,4,1454
korean,,34.05286,-118.29235,Chakan Sul Lung Tang,4,1455
lounges,,33.99689,-118.42654,AOC,4,1466
lounges,,33.99689,-118.42654,Apollonia's Pizzeria,4,1466
korean,,34.063757,-118.295838,Pa Ord Noodle,4,1466
korean,,34.063757,-118.295838,Pacific Dining Car,4,1466
lounges,,33.99689,-118.42654,Arashi Sushi,4,1467
lounges,,33.99689,-118.42654,Araya's Place - Thai Vegan Restaurant,4,1467
burgers,,33.9537021,-118.3967718,Sarita's Pupuseria,4,1483
burgers,,33.9537021,-118.3967718,Sawyer,4,1484
burgers,,33.9537021,-118.3967718,Umami Burger - The Grove,4,1485
tradamerican,,34.06333,-118.30072,Gam Ja Gol,4,1487
tradamerican,,34.06333,-118.30072,Full Moon House 福临门,4,1488
burgers,,34.07905579,-118.3611374,Millie's Cafe,4,1499
sushi,,34.0485313,-118.2402898,Palermo Italian Restaurant,4,1501
sushi,,34.0485313,-118.2402898,Paley,4,1503
steak,,34.04469633,-118.2653645,Mama Shelter Rooftop Bar,4,1529
steak,,34.04469633,-118.2653645,Manpuku Japanese Yakiniku Dining,4,1530
italian,,34.05101747,-118.257886,KaGaYa,4,1531
italian,,34.0786401,-118.3613451,Sulga Jinju Gom Tang House of Beef Soup,4,1545
italian,,34.0786401,-118.3613451,Summer Buffalo,4,1547
italian,,34.045168,-118.256526,HaSunSaeng - MasterHA,4,1600
italian,,34.045168,-118.256526,HATCH Yakitori + Bar,4,1600
italian,,34.045168,-118.256526,Hatchet Hall,4,1601
italian,,34.045168,-118.256526,Hayato,4,1601
korean,,34.052144,-118.310428,Gus's Drive In,4,1613
breakfast_brunch,,34.09019089,-118.2777252,Han Bat Sul Lung Tang,4,1628
delis,,34.060099,-118.238083,Wat Dong Moon Lek Noodle,4,1652
delis,,34.060099,-118.238083,Water Grill - Los Angeles,4,1653
newamerican,,34.0596002,-118.4143396,Honey Night,4,1664
newamerican,,34.0596002,-118.4143396,Honeybee Burger,4,1665
tradamerican,,34.093984,-118.327639,Jun Won Restaurant,4,1677
tradamerican,,34.093984,-118.327639,Kaban Persian Restaurant,4,1677
mediterranean,,34.1023799,-118.32715,Hama Sushi,4,1702
tradamerican,,34.0511203,-118.2543221,Adamae,4,1707
indpak,,34.05099796,-118.2449263,Bo Daddy’s BBQ,4,1714
indpak,,34.05099796,-118.2449263,Bolt,4,1715
chickenshop,,34.04183631,-118.2590469,Chin's Hawaiian Teriyaki Bbq Chicken,4,1733
chickenshop,,34.04183631,-118.2590469,Chinchikurin - Little Tokyo,4,1735
chickenshop,,34.04183631,-118.2590469,Chinese Friends Restaurant,4,1738
newamerican,,34.04939,-118.256506,Vromage,4,1755
french,,34.07206,-118.36735,Westside Tavern,4,1813
newamerican,,34.08755,-118.33333,Myung Dong Kyoja,4,1869
newamerican,,34.08755,-118.33333,Myung In Dumplings,4,1870
bbq,,34.0821746,-118.3442326,Corn Man,4,1883
bbq,,34.0821746,-118.3442326,Corner Place,4,1885
argentine,,34.083643,-118.347297,Tlayuda La Restaurant,4,1899
vegan,,34.08342,-118.37011,Hoy-Ka Thai Restaurant,4,1941
vegan,,34.08342,-118.37011,Hoy's Wok Chinese Restaurant,4,1942
vegan,,34.08342,-118.37011,Hummus Republic,4,1942
vegan,,34.08342,-118.37011,Hungry Crowd,4,1945
vegan,,34.08342,-118.37011,Hyperion Public,4,1945
burgers,,34.047441,-118.293926,Jesse Boy,4,1959
thai,,33.95878,-118.39451,Birrieria Don Boni,4,1977
thai,,33.95878,-118.39451,Birrieria Los Gonzalez,4,1977
thai,,33.95878,-118.39451,Black Hogg Sandwiches,4,1979
thai,,33.95878,-118.39451,Blackbird Pizza Shop,4,1979
sandwiches,,34.09454489,-118.3381749,Lodge Bread,4,1994
sandwiches,,34.09454489,-118.3381749,LONO Hollywood,4,1997
sandwiches,,34.09454489,-118.3381749,Lory's Restaurant,4,1998
breakfast_brunch,,34.02876,-118.27517,Sidewalk Grill,4,2009
breakfast_brunch,,34.02876,-118.27517,Silverlake Ramen,4,2010
breakfast_brunch,,34.02876,-118.27517,Simpang Asia,4,2010
breakfast_brunch,,34.02876,-118.27517,Simple Things 3rd Street,4,2011
breakfast_brunch,,34.02876,-118.27517,Simply D'Licious,4,2011
vegan,,34.08279,-118.32404,Emilia,4,2073
vegan,,34.08279,-118.32404,Empanada's Place,4,2074
vegan,,34.08279,-118.32404,Escala,4,2075
mexican,,34.05241,-118.30071,Myungrang Hot Dog-California Market LA,4,2115
mexican,,34.05241,-118.30071,n/naka,4,2117
mexican,,34.05241,-118.30071,Nadri Korean Tea House,4,2117
mexican,,34.05241,-118.30071,Nam Won Gol,4,2120
mexican,,34.05241,-118.30071,Natalie Peruvian Seafood Restaurant - Hollywood,4,2120
mexican,,34.1010002,-118.2872851,Cassell's Hamburgers,4,2121
wine_bars,,34.0734651,-118.3818814,Beer Belly,4,2204
breakfast_brunch,,34.072893,-118.37179,Spread Mediterranean Kitchen,4,2248
breakfast_brunch,,34.072893,-118.37179,Sqirl,4,2249
breakfast_brunch,,34.072893,-118.37179,Square One Dining,4,2249
breakfast_brunch,,34.072893,-118.37179,Ssam Korean BBQ,4,2250
breakfast_brunch,,34.072893,-118.37179,ST. ANNE'S,4,2250
gastropubs,,34.064332,-118.308546,Candela,4,2350
gastropubs,,34.064332,-118.308546,Cantinho Brasileiro,4,2350
newamerican,,34.046195,-118.261698,Little Kingston Jamaican Restaurant,4,2393
newamerican,,34.046195,-118.261698,Little Next Door,4,2395
mediterranean,,34.0834751,-118.3761741,Lucy Ethiopian Restaurant,4,2427
mediterranean,,34.0834751,-118.3761741,Lulu's Cafe,4,2428
mediterranean,,34.0834751,-118.3761741,Luv2Eat Thai Bistro,4,2428
food_court,,34.05062855,-118.2486353,Monarca Pasta & Grill,4,2483
food_court,,34.05062855,-118.2486353,Monsieur Marcel,4,2486
indpak,,34.08366,-118.34327,Bäco Mercat,4,2529
indpak,,34.08366,-118.34327,Badmaash - Downtown LA,4,2530
indpak,,34.08366,-118.34327,Badmaash - Fairfax,4,2530
indpak,,34.08366,-118.34327,Baja's Grill,4,2531
indpak,,34.08366,-118.34327,Banh Oui,4,2531
mediterranean,,34.0477539,-118.2473573,Blue Palms Brewhouse,4,2535
mediterranean,,34.0477539,-118.2473573,Bluestone Lane,4,2535
breakfast_brunch,,34.10296,-118.28719,Porto's Bakery & Cafe,4,2727
breakfast_brunch,,34.10296,-118.28719,Pour Haus Wine Bar,4,2727
dimsum,,34.07577,-118.36982,Bottega Louie,4,2772
dimsum,,34.07577,-118.36982,Bourgeois Pig,4,2775
dimsum,,34.07577,-118.36982,Bowery Bungalow,4,2775
dimsum,,34.07577,-118.36982,Brera Ristorante,4,2779
dimsum,,34.07577,-118.36982,BROKEN MOUTH | Lee's Homestyle,4,2779
seafood,,34.063452,-118.299046,Le Grand,4,3155
seafood,,34.063452,-118.299046,Le Petit Greek,4,3155
seafood,,34.063452,-118.299046,Laveta,4,3156
newamerican,,34.079289,-118.361585,BBQ + RICE Korean BBQ Bowls,4,3322
shanghainese,,34.1434651,-118.2560737,Jang Ga Ne,4,3428
shanghainese,,34.1434651,-118.2560737,Jeong Yuk Jeom,4,3431
korean,,34.06208625,-118.3026584,Cafe Los Feliz,4,3973
mexican,,34.08079511,-118.386972,Mixtape,4,3975
mexican,,34.08079511,-118.386972,Mizlala,4,3977
korean,,34.06208625,-118.3026584,Cafe Midi,4,3978
korean,,34.06208625,-118.3026584,Cafe Vida - Culver City,4,3979
mexican,,34.08079511,-118.386972,MJ's Grill,4,3981
bakeries,,34.106215,-118.28776,Antequera De Oaxaca,4,4185
bakeries,,34.106215,-118.28776,Antico Restaurant,4,4186
korean,,34.0639032,-118.3061281,Ord & Broadway,4,4764
korean,,34.0639032,-118.3061281,Original Pantry Cafe,4,4765
korean,,34.0639032,-118.3061281,Orleans & York Deli,4,4768
newamerican,,34.08371444,-118.3505714,Concerto,4,5065
newamerican,,34.08371444,-118.3505714,Coral Fish Poke Shop,4,5072
breakfast_brunch,,34.0505289,-118.2486189,La Barca Restaurant,4,5584
breakfast_brunch,,34.0505289,-118.2486189,La Brea Ramen Bar,4,5584
breakfast_brunch,,34.0505289,-118.2486189,L & E Oyster Bar,4,5585
breakfast_brunch,,34.0505289,-118.2486189,L'Antica Pizzeria Da Michele,4,5585
ramen,,34.05008091,-118.2401805,India's Tandoori,4,8317
ramen,,34.05008091,-118.2401805,India's Restaurant,4,8318
ramen,,34.05008091,-118.2401805,Indimex Eats,4,8325
italian,,34.0469301,-118.2566015,DeSano Pizza Bakery,4,16578
italian,,34.0469301,-118.2566015,Denim The Eatery,4,16579
italian,,34.0469301,-118.2566015,Diamond Buffet & Grill,4,16581
indpak,,34.08366,-118.34327,Donut Friend,4,2532
korean,,34.04847,-118.30867,Tsujita LA Artisan Noodle,4,3651
mediterranean,,34.0477539,-118.2473573,Cardamom Indian Cuisine,4,2535
food_court,,34.05062855,-118.2486353,JiST Cafe,4,2486
burgers,,34.047441,-118.293926,The Lobos Truck,4,1958
ramen,,34.03957852,-118.4426696,Daikokuya Sawtelle,4,3816
japanese,,34.04738712,-118.2571949,Hide Sushi Japanese Restaurant,4,2348
coffee,,34.04898266,-118.239841,Tsujita LA Artisan Noodle Annex,4,2117
dimsum,,34.07577,-118.36982,Ubatuba Acai - Koreatown,4,2784
waffles,,34.09855002,-118.3221236,Paradocs Coffee and Tea,4,3817
italian,,34.08319,-118.33881,Cruzer Pizza 100% Vegan,4,2711
ramen,,34.0484525,-118.2390921,800 Degrees Woodfired Kitchen,4,2681
seafood,,34.0833651,-118.3262166,Gloria's Cuisine LA,4,2262
korean,,34.063757,-118.295838,Katsuya Hollywood,4,1466
french,,34.07208,-118.36749,Marie's Coffee & Deli,4,2033
breakfast_brunch,,34.04067,-118.2500946,Kogi BBQ Truck - Azul,4,2212
seafood,,34.06242492,-118.2976707,Far Bar,4,2288
breakfast_brunch,,34.10296,-118.28719,Taste of Tehran,4,2726
tradamerican,,34.06333,-118.30072,Honeymee Wilshire,4,1487
breakfast_brunch,,34.0474472,-118.3462296,The Stocking Frame,4,2752
japanese,,34.0443222,-118.2382339,Joy,4,1735
seafood,,34.04903713,-118.2546909,Taco Zone,4,1996
korean,,34.07403097,-118.309188,Gigi's Bakery & Café,4,1500
thai,,34.09850278,-118.3061313,The Punchbowl,4,1400
bbq,,34.0665313,-118.2542661,Food Fair By Diego,4,1996
vegan,,34.077123,-118.258714,Tacos y Birria La Unica,4,2150
mexican,,34.05241,-118.30071,Bhan Kanom Thai,4,2120
mediterranean,,34.1023799,-118.32715,The Village Bakery and Cafe,4,1704
delis,,34.060099,-118.238083,The Fix Burger,4,1653
italian,,34.08333668,-118.3139372,Reggie's Deli & Cafe,4,1850
gastropubs,,34.064332,-118.308546,Colorado Donuts,4,2350
breakfast_brunch,,34.072893,-118.37179,Ignatius Cafe,4,2250
bbq,,34.0821746,-118.3442326,Nature's Brew,4,1885
newamerican,,34.07247231,-118.3593774,Hollywood Pies,4,2143
vegan,,34.08279,-118.32404,Bodhi Bowl,4,2076
seafood,,34.10128,-118.31841,Villa Moreliana,4,2655
korean,,34.05286,-118.29235,by CHLOE. Silver Lake,4,1455
newamerican,,34.0596002,-118.4143396,Crown Of India,4,1665
newamerican,,34.046195,-118.261698,464,4,2395
bbq,,34.05381,-118.29196,ROC Sawtelle,4,1652
chickenshop,,34.04183631,-118.2590469,Umami Burger - Los Feliz,4,1738
burgers,,34.07905579,-118.3611374,A-Frame,4,1499
southern,,34.04810715,-118.3262787,India's Tandoori Hollywood,4,1362
breakfast_brunch,,34.02876,-118.27517,Eat Drink Americano,4,2012
italian,,34.03447,-118.28341,Green Leaves Vegan,4,1355
diners,,34.046219,-118.248992,The Coop Pizza,4,2394
beerbar,,34.07754966,-118.2647322,Rahel Ethiopian Vegan Cuisine,4,2365
tradamerican,,34.13950729,-118.2105179,With Love Market & Cafe,4,3557
newamerican,,34.08755,-118.33333,LA Vegan,4,1870
wine_bars,,34.0734651,-118.3818814,Chinchikurin,4,2204
thai,,34.1018849,-118.30513,Gaam Restaurant and Lounge,4,1696
asianfusion,,34.0981492,-118.3501071,Della Terra,4,1075
chinese,,34.06301,-118.2384,El Cholo,4,2484
mexican,,34.1010002,-118.2872851,Hurry Curry of Tokyo,4,2121
newamerican,,34.09571657,-118.2844531,Toasted and Roasted,4,1411
burgers,,34.09954,-118.32911,Sakura Japanese Restaurant,4,2031
ramen,,34.03892761,-118.4423404,Plancha Tacos,4,3109
korean,,34.05279,-118.30607,Veggie House,4,1042
italian,,34.0711906,-118.3599417,Roots & Rye,4,1164
sandwiches,,34.09454489,-118.3381749,Kings Road Cafe,4,1998
newamerican,,34.054358,-118.251339,The Waffle,4,1878
french,,34.07206,-118.36735,Baldoria,4,1813
coffee,,34.084366,-118.286636,Grilled Fraiche,4,1948
italian,,34.045168,-118.256526,Sky's Gourmet Tacos,4,1601
vegan,,34.08342,-118.37011,Street Level Cafe,4,1947
indonesian,,34.0595544,-118.4201091,Dialog Cafe,4,2451
seafood,,34.072706,-118.37251,Modan Eagle Rock Ramen,4,1637
argentine,,34.083643,-118.347297,Tuscan Son,4,1899
breakfast_brunch,,34.097807,-118.362255,Aeirloom Bakery,4,5741
korean,,34.052144,-118.310428,Thai Patio,4,1614
foodtrucks,,34.034644,-118.241766,Awash Restaurant,4,978
breakfast_brunch,,34.090825,-118.3323209,Delia's Restaurant,4,997
breakfast_brunch,,34.039413,-118.232504,TOI On Sunset,4,1652
mediterranean,,34.04507954,-118.2607108,Cocobella Creamery,4,1350
seafoodmarkets,,34.04083,-118.24018,Four Cafe,4,1099
italian,,34.08335868,-118.3247249,Chimney Coffee House,4,1523
tradamerican,,34.0511203,-118.2543221,Eagle Rock Italian Bakery & Deli,4,1708
indpak,,34.05099796,-118.2449263,Ekkamai Thai Restaurant,4,1714
indonesian,,34.029081,-118.411699,Moodaepo II,4,1471
vietnamese,,34.0672573,-118.2356333,Castle BBQ,4,1378
sushi,,34.0485313,-118.2402898,KC's Crepes Cafe,4,1503
korean,,34.05786,-118.30274,Braazo Pizza,4,1798
mexican,,34.0715151,-118.3622707,Roll Roll Roll,4,1106
cocktailbars,,34.05049,-118.24406,Food,4,1349
cocktailbars,,34.07294,-118.37494,Swingers Diner,4,1834
mediterranean,,34.0482095,-118.2398789,Top Round Roast Beef,4,1594
brazilian,,34.0721669,-118.360551,Organix,4,1186
cuban,,34.02114,-118.4036,HMS Bounty,4,2186
italian,,34.07353573,-118.3595324,Rocco's Neighborhood Pizza,4,1797
hawaiian,,34.00442569,-118.4216071,Sonoritas Prime Tacos,4,1650
italian,,34.10480881,-118.2914047,Millet Crepe,4,1473
newamerican,,34.0506899,-118.2404783,Nishi Poke & Ramen Bistro,4,1096
japanese,,34.04002,-118.44326,Calavera Burrito Co.,4,1240
burgers,,34.069511,-118.276321,Awesome Coffee,4,1207
thai,,34.10199,-118.30323,Baby's Badass Burgers,4,888
japanese,,34.04893317,-118.2403841,Dave's Gourmet Korean Food,4,1375
breakfast_brunch,,34.06301,-118.30622,Spring Street Bar,4,1192
brazilian,,34.04191749,-118.2551352,Honey Pig,4,1382
korean,,34.0637349,-118.2943728,Raw Cane Super Juice Bar,4,1081
newamerican,,34.09526,-118.29498,BKLA,4,1634
indpak,,34.0621767,-118.3481449,I Love Sweetea,4,1257
tradamerican,,34.093984,-118.327639,Bossa Nova Brazilian Cuisine,4,1677
sushi,,34.061407,-118.309408,Shaky Alibi,4,1311
izakaya,,34.07181,-118.3655,Pepe's Tacos,4,1040
mexican,,34.0214793,-118.4025151,Spoke Bicycle Cafe,4,1591
sushi,,34.06194,-118.34573,Choi Ga Nei Korean BBQ,4,1032
cocktailbars,,34.052601,-118.263447,Diablo,4,1145
sushi,,34.07616003,-118.3054077,My Thai,4,1342
sushi,,34.04529488,-118.2384584,Arctic Hotspot Bakery & Cafe,4,1032
korean,,34.0691149,-118.3073944,Black Sheep Burgers,4,853
ramen,,34.0379018,-118.4408416,WP24,4,1451
japanese,,34.040285,-118.442672,Yang San Bak,4,1591
newamerican,,34.04939,-118.256506,Kotoya Ramen,4,1755
italian,,34.038867,-118.23602,Deli-cious Deli & Catering,4,1296
ramen,,34.0401532,-118.4424537,Chicas Tacos,4,1692
ramen,,34.04690964,-118.2384162,JJ's Sandwich Shop,4,1212
lounges,,34.092322,-118.3383862,Tacos Villa Corona,4,1049
newamerican,,34.0422897,-118.2542114,Post & Beam,4,1340
italian,,34.0786401,-118.3613451,Javista Organic Coffee Bar,4,1548
