,category,is_closed,latitude,longitude,name,rating,review_count
1080,korean,False,34.0620862485445,-118.30265844914301,BCD Tofu House,4.0,3978
1081,cocktailbars,False,34.05049,-118.24406,Redbird,4.0,1346
1082,asianfusion,False,34.061477000000004,-118.299902,Gogobop Korean Rice Bar,4.5,275
1083,french,False,34.0837537901616,-118.32404690416901,Le Petit Marché,4.0,162
1084,newamerican,False,34.0724723090913,-118.35937740052499,Marmalade Cafe,4.0,2143
1085,bars,False,34.101913,-118.336041,Hot Motha Clucker,4.0,18
1086,mexican,False,33.95998,-118.41685,Benny's Tacos & Chicken Rotisserie,4.5,1921
1087,ramen,False,34.0837585,-118.352546,E.A.K. Ramen,4.0,338
1088,thai,False,34.1018849,-118.30513,Ruen Pair,4.0,1694
1089,seafood,False,34.0490371292754,-118.25469093254101,Water Grill - Los Angeles,4.0,1994
1090,newamerican,False,34.04608,-118.23489,Manuela,4.0,855
1091,coffee,False,34.041974,-118.235426,Urth Caffé- Downtown LA,4.0,5108
1092,coffee,False,34.08321,-118.3464,Fratelli Cafe,4.5,1052
1093,pizza,False,34.099059999999994,-118.33728,L'Antica Pizzeria Da Michele,4.5,314
1094,korean,False,34.064020224511296,-118.297687050455,Quarters Korean BBQ,4.0,2560
1095,thai,False,34.0869930418948,-118.275715286631,Night + Market Song,4.0,986
1096,breakfast_brunch,False,34.057596999999994,-118.29774679999998,H Cafe,4.5,345
1097,bakeries,False,34.106215,-118.28776,Alcove Café & Bakery,4.0,4186
1098,mexican,False,34.035217,-118.25591,Mex Perú Gipsy,5.0,758
1099,newamerican,False,34.06389,-118.36596000000002,The Roof on Wilshire,3.5,1376
1100,mexican,False,34.10743,-118.25441,Salazar,3.5,903
1101,chickenshop,False,34.057520000000004,-118.30715,Twozone Chicken - 8th,4.5,11
1102,indpak,False,34.095583000000005,-118.28517,India's Restaurant,4.5,2206
1103,newamerican,False,34.0518700505706,-118.25205364100401,Blue Cow Kitchen & Bar,4.0,1269
1104,foodstands,False,34.023366476709796,-118.330661728978,Ronnie's Kickin Chicken,5.0,6
1105,mediterranean,False,34.0489812,-118.2589574,10e,4.0,614
1106,korean,False,34.0615866318416,-118.30324183306601,Bulgogi Hut,4.5,2043
1107,mexican,False,34.04714,-118.21799,Birrieria Don Boni,4.5,415
1108,mexican,False,33.9927987,-118.4227098,Casa Sanchez,4.0,1205
1109,chickenshop,False,34.0833851,-118.309905,The Kluckin Chicken,4.0,21
1110,korean,False,34.05944,-118.28933,OB Bear,4.0,1023
1111,japanese,False,34.048068183386505,-118.257884198153,HATCH Yakitori + Bar,4.5,354
1112,newamerican,False,34.0833651,-118.3242882,Kali Restaurant,4.5,492
1113,bars,False,34.050118910643604,-118.241461110451,Izakaya Fu-ga,4.0,898
1114,filipino,False,34.061495967020896,-118.23956849001199,LASA,4.0,436
1115,tacos,False,34.0343720116648,-118.232130253186,Guerrilla Tacos,4.0,635
1116,japanese,False,34.0499,-118.2397,Suehiro Cafe,4.0,1383
1117,seafood,False,34.0269938,-118.408793,Lobster & Beer,4.0,627
1118,newamerican,False,34.046195000000004,-118.261698,Faith & Flower,4.0,2395
1119,thai,False,34.06876,-118.30948,Hae Ha Heng Thai Bistro,4.5,1110
1120,tradamerican,False,34.06333,-118.30072,Cassell's Hamburgers,4.0,1487
1121,mexican,False,34.0596284,-118.3451919,Candela,4.0,639
1122,korean,False,34.07642,-118.30557,Sulga Jinju Gom Tang House of Beef Soup,5.0,191
1123,bbq,False,34.067409999999995,-118.30873,Song Hak Korean BBQ 松鹤韩国烤肉烤肠,4.5,173
1124,breakfast_brunch,False,34.064136608941105,-118.283886344366,Crispy School,5.0,83
1125,tex-mex,False,34.09979000000001,-118.29021000000002,HomeState,4.5,959
1126,italian,False,34.075340000000004,-118.32399,Vernetti,4.0,302
1127,chicken_wings,False,34.063309999999994,-118.29501,Michin Dak,4.5,214
1128,tradamerican,False,34.0463748483148,-118.25087074477501,FryMadness,4.5,294
1129,french,False,34.0481,-118.24846,Le Petit Paris,4.0,1113
1130,italian,False,34.06372,-118.36446,Uovo- Mid-Wilshire,5.0,8
1131,thai,False,34.0985027788903,-118.306131251156,Pa Ord Noodle,4.0,1400
1132,german,False,34.07757,-118.34438,Wirtshaus,4.0,831
1133,seafood,False,34.05131,-118.27825,Shabuya,4.0,385
1134,korean,False,34.057539500000004,-118.3072592,Honey Night,4.5,90
1135,thai,False,34.0836965133512,-118.348536419051,Summer Buffalo,4.5,416
1136,diners,False,33.97795,-118.37064,Pann's Restaurant,4.0,1171
1137,korean,False,34.05263,-118.28737,YTB Korean Restaurant,4.5,16
1138,desserts,False,34.07134,-118.35687,The Cheesecake Factory,3.0,1397
1139,italian,False,34.07642,-118.34909,Angelini Osteria,4.5,1725
1140,breweries,False,34.055713,-118.23663,Imperial Western Beer Company,4.0,244
1141,foodtrucks,False,34.046438,-118.345718,Leo's Tacos Truck,4.5,1745
1142,newamerican,False,34.0965954,-118.3698476,The Sunset Trocadero Lounge,4.0,266
1143,polish,False,34.125401000000004,-118.231779,Polka Polish Restaurant,4.0,774
1144,tacos,False,34.02531,-118.32445,Papi Tacos & Churros,4.5,130
1145,korean,False,34.06125,-118.28738,Jeonju Hyundaiok,4.5,37
1146,burgers,False,34.020397,-118.422313,Tripp Burgers,4.5,14
1147,latin,False,34.0352819442964,-118.25306619141199,DAMA,4.5,340
1148,mediterranean,False,34.0482095,-118.2398789,Spitz - Little Tokyo,4.0,1594
1149,vegetarian,False,34.077812,-118.264616,Elf Café,4.5,739
1150,chinese,False,34.06004,-118.29062,Wok Bar,4.5,9
1151,breakfast_brunch,False,34.0474472045898,-118.346229553223,Roscoe's House of Chicken & Waffles,4.0,2751
1152,ramen,False,34.07493,-118.3095,Saikai Ramen Bar,5.0,35
1153,newamerican,False,34.07638,-118.3696,Nic's on Beverly,4.5,179
1154,burgers,False,34.08061,-118.36164,VOWburger,4.5,45
1155,newamerican,False,34.0762249,-118.3641978,Market Provisions,4.0,374
1156,korean,False,34.05786,-118.30274,Oo-Kook Korean BBQ,4.0,1796
1157,italian,False,34.0650500417879,-118.246493308503,Eastside Market Italian Deli,4.5,993
1158,vietnamese,False,34.066871500000005,-118.3615645,Pho Saigon Pearl,4.0,615
1159,chicken_wings,False,33.95968,-118.31648,Wings & Pot,4.0,225
1160,korean,False,34.04777,-118.25684,Koja Kitchen DTLA,4.5,46
1161,seafood,False,34.07649,-118.30151,Alaska Seafood,4.5,127
1162,tradamerican,False,34.04489,-118.2641735,Shaquille’s,3.5,553
1163,mediterranean,False,34.0249037,-118.2845961,CAVA,4.0,177
1164,korean,False,34.069114899999995,-118.3073944,Zzamong,4.0,852
1165,seafood,False,34.063452000000005,-118.299046,EMC Seafood & Raw Bar,4.0,3155
1166,burgers,False,34.083851,-118.34803259999998,MJ's Grill,4.5,51
1167,breweries,False,34.0479563134481,-118.256189231247,Karl Strauss Brewing Company,4.5,654
1168,beerbar,False,34.06139,-118.3007,The 8th Notch,4.5,98
1169,chinese,False,34.061820000000004,-118.23735,Won Kok Restaurant,3.5,1189
1170,cheesesteaks,False,34.095845000000004,-118.287102,Boo's Philly Cheesesteaks - Silverlake,4.5,1056
1171,cocktailbars,False,34.0637,-118.30822,Here's Looking At You,4.0,461
1172,italian,False,34.0711906,-118.3599417,Andre's Italian Restaurant,4.0,1164
1173,bubbletea,False,34.072952859299896,-118.375559776552,Berlins,4.5,916
1174,mexican,False,34.0807951106153,-118.386972025037,Gracias Madre,4.0,3977
1175,coffee,False,34.08358629999999,-118.3623821,Crumbs & Whiskers - Kitten & Cat Cafe,4.5,427
1176,sandwiches,False,34.0995400448557,-118.32916957081899,Banh Oui,4.5,151
1177,bars,False,34.0449339896765,-118.265804750686,Yard House,3.5,2593
1178,chinese,False,34.05239,-118.30342,Young King,4.0,540
1179,newamerican,False,34.0771299,-118.38068,GRANVILLE,4.5,1150
1180,cafes,False,34.113971015122296,-118.307670183713,The Trails,4.0,584
1181,breweries,False,34.06469,-118.34368,6th & La Brea Brewery & Restaurant,4.0,299
1182,izakaya,False,34.0617703930376,-118.311040486404,Shuto Izakaya,4.5,64
1183,seafood,False,34.06355,-118.28741,Oh My Crab,4.0,16
1184,coffee,False,33.957594,-118.39453600000002,The Coffee Company,4.0,1441
1185,ethiopian,False,34.056709999999995,-118.36483,Meals by Genet,4.5,727
1186,butcher,False,34.09764000000001,-118.3334,Gwen Butcher Shop,4.0,528
1187,asianfusion,False,34.099894275896695,-118.33059072457199,TAO Asian Bistro,4.0,899
1188,indpak,False,34.083659999999995,-118.34327,Anarkali Indian Restaurant,4.0,2530
1189,newamerican,False,34.102131,-118.33628799999998,Beetle House LA,3.5,1829
1190,coffee,False,34.060212,-118.291328,Alchemist Coffee Project,4.5,1059
1191,modern_european,False,34.04704,-118.25593,V,4.5,37
1192,japanese,False,34.047090000000004,-118.24865,Yuko Kitchen,4.5,286
1193,breakfast_brunch,False,34.04676,-118.25099,Blu Jam Cafe,4.0,923
1194,hotdog,False,34.0156233070285,-118.334755915362,Earle's On Crenshaw,4.5,342
1195,cannabisdispensaries,False,34.092659999999995,-118.34442,Lowell Farms: A Cannabis Cafe,4.5,6
1196,newamerican,False,34.0448754975184,-118.232614428836,ediBOL,4.5,552
1197,ramen,False,34.0641366545821,-118.309460922754,Tengoku Ramen Bar,4.5,517
1198,mideastern,False,34.14659,-118.25335,Raffi's Place,4.5,4283
1199,ramen,False,34.04867,-118.25753,JINYA Ramen Bar,4.0,326
1200,mexican,False,34.04675,-118.28247,King Taco,3.5,1004
1201,sushi,False,34.0761600290924,-118.305407725275,Noshi Sushi,4.0,1342
1202,breakfast_brunch,False,34.151896,-118.352076,Hungry Crowd,4.5,381
1203,salad,False,33.99936,-118.41891,Green Apple Cafe,5.0,4
1204,restaurants,False,34.03396,-118.22965,Bon Temps,4.5,58
1205,newamerican,False,34.076269,-118.383588,The Henry,4.0,648
1206,breakfast_brunch,False,34.02876,-118.27517,Jacks N Joe,4.0,2010
1207,chicken_wings,False,34.0905951,-118.3255861,Jesse Boy,4.5,325
1208,korean,False,34.062795820030395,-118.297739280426,Hong Kong Ban Jum 0410 / Paik's Noodle,4.5,460
1209,french,False,34.084159,-118.338194,Petit Trois,4.0,808
1210,korean,False,34.056163,-118.309877,Buil Samgye Tang,4.5,416
1211,cocktailbars,False,34.0479912921288,-118.258466860049,District,4.0,493
1212,newamerican,False,34.08251,-118.32332,Lemonade,4.0,549
1213,korean,False,34.0638387855043,-118.29682785417299,Jokbal 1030,4.5,107
1214,sushi,False,33.957713033813,-118.395974141022,Kanpai Japanese Sushi Bar & Grill 2,4.0,617
1215,mexican,False,34.10596,-118.27281,Mi Corazon,4.0,195
1216,sandwiches,False,34.083594899999994,-118.3420061,Banh Oui,5.0,4
1217,newamerican,False,34.10722,-118.26418,Small Town,4.0,54
1218,mexican,False,34.0938088,-118.3268092,La Numero Uno,4.5,414
1219,italian,False,34.06642,-118.37659,The Stinking Rose,4.0,4233
1220,bars,False,34.0615438794415,-118.30814156681299,Terra Cotta,3.5,410
1221,diners,False,34.046219,-118.248992,Nickel Diner,4.0,2392
1222,breakfast_brunch,False,34.062127000000004,-118.311328,Egg Tuck,4.0,194
1223,chinese,False,34.0448828174397,-118.258630984848,Uncle John’s Cafe,4.0,704
1224,soulfood,False,34.032779999999995,-118.35994,Alta West Adams,4.0,235
1225,korean,False,34.0575551,-118.3061617,Plato,4.0,420
1226,breakfast_brunch,False,34.0633975,-118.3759994,Prospect Gourmand,4.5,726
1227,bakeries,False,34.1677,-118.34655,Porto's Bakery & Cafe,4.5,9011
1228,tradamerican,False,34.0464117322053,-118.262845804944,Original Pantry Cafe,3.5,2926
1229,foodtrucks,False,34.0090951,-118.2566828,Super Tortas DF,4.5,150
1230,sushi,False,34.061407,-118.309408,Sushi Ippo,4.0,1307
1231,burgers,False,33.9537021005473,-118.39677178902399,In-N-Out Burger,4.0,1484
1232,newamerican,False,34.0996099751367,-118.331350050867,Mama Shelter Rooftop Bar,3.5,385
1233,tapasmallplates,False,34.1452280992166,-118.369494542328,The Front Yard,4.0,1962
1234,vietnamese,False,34.1045859,-118.330197,It's Pho hollywood,4.0,841
1235,ramen,False,34.07755,-118.37695,Kai Ramen,4.5,177
1236,mexican,False,34.056529,-118.344882,Trejos Tacos - La Brea,3.5,1596
1237,newamerican,False,34.082573407069304,-118.374798180805,Taste on Melrose,4.0,2548
1238,venezuelan,False,34.171879,-118.38173700000002,Coffee For Breakfast,4.5,358
1239,foodtrucks,False,34.0986671447754,-118.30989074707001,Leo's Tacos Truck,4.0,273
1240,pizza,False,34.08292,-118.27289,Wood,4.0,636
1241,newamerican,False,34.0869539412233,-118.37675299821699,Barton G - Los Angeles,3.5,2274
1242,sushi,False,34.10226,-118.32482,Totoyama Sushi & Ramen,4.0,198
1243,seafood,False,34.04712,-118.25708,Le Grand,4.5,156
1244,bakeries,False,34.150397561620004,-118.25546929797,Porto's Bakery & Cafe,4.5,8506
1245,seafood,False,34.0445128974681,-118.265206574205,Rock'N Fish,3.5,1179
1246,coffee,False,34.147846,-118.431948,The Joint Eatery,4.5,180
1247,burgers,False,34.0444029,-118.2560307,Shake Shack,3.5,326
1248,diners,False,34.089290000000005,-118.27693,Millie's Cafe,4.0,982
1249,sushi,False,34.0487781,-118.2406613,Kura Revolving Sushi Bar,3.5,1316
1250,korean,False,34.0622606,-118.2975594,JJUKKU JJUKKU BBQ,4.0,858
1251,breakfast_brunch,False,34.04635,-118.2511,Gizmo's Cereal Bar,5.0,120
1252,newamerican,False,34.1442843,-118.4090044,The Six Chow House,4.5,1758
1253,breakfast_brunch,False,33.9599,-118.27421,Roscoe's House of Chicken & Waffles,4.0,524
1254,italian,False,34.104808807373,-118.291404724121,Palermo Italian Restaurant,4.0,1473
1255,dimsum,False,34.0655097961426,-118.236274719238,Golden Dragon Restaurant,3.5,704
1256,korean,False,34.0631573362865,-118.302618999411,Brothers Bbq,4.0,467
1257,bakeries,False,34.0603059013255,-118.420859099482,Clementine,4.0,1013
1258,indpak,False,34.072291,-118.368852,Electric Karma,4.0,794
1259,desserts,False,34.0335465,-118.2405124,S'moreology,5.0,44
1260,salad,False,34.098178000000004,-118.322718,sweetgreen,4.0,257
1261,newamerican,False,34.095620000000004,-118.29534,Five Leaves LA,4.0,108
1262,italian,False,34.0351,-118.25332,Rossoblu,4.0,480
1263,bakeries,False,33.9978245979172,-118.42031159448,Lodge Bread,4.0,564
1264,mexican,False,34.07869,-118.21471,El Camaron Pelado,4.0,233
1265,indpak,False,34.0256549,-118.294352,Himalayan House,4.0,298
1266,pizza,False,34.06188,-118.34278,Apollonia's Pizzeria,4.0,390
1267,mexican,False,34.06198,-118.3456,LA Chankla,4.5,6
1268,cafes,False,34.0522237,-118.37115,Green Table Cafe,4.5,435
1269,pizza,False,34.07405,-118.21074,The Heights Deli & Bottle Shop,4.5,459
1270,asianfusion,False,34.0600353,-118.2388394,Ord & Broadway,4.5,199
1271,bakeries,False,34.10151,-118.30238,Friends & Family,4.0,169
1272,newamerican,False,34.0443026525531,-118.26468279268299,Tom's Urban - LA Live,3.5,2599
1273,chickenshop,False,34.16468,-118.37409,Dave's Hot Chicken,5.0,5
1274,breakfast_brunch,False,34.0532,-118.37709,Nick's Coffee Shop,4.0,803
1275,seafood,False,34.06621,-118.23803999999998,Full House Seafood Restaurant,3.5,679
1276,korean,False,34.049094735028504,-118.240457989559,Korean Kitchen Hibachi Barbeque,4.0,323
1277,desserts,False,34.1431,-118.3964,Beignet Box,5.0,3
1278,steak,False,34.0446963342719,-118.26536453203,Fleming's Prime Steakhouse & Wine Bar,4.0,1530
1279,steak,False,34.0522793152641,-118.255719402447,LA Prime,4.0,903
1280,colombian,False,34.05124,-118.27332,Sabor Colombiano,3.5,331
1281,bars,False,34.083728207846,-118.35099608421301,The Village Idiot,4.0,1224
1282,latin,False,34.03904,-118.30941,Sabor Nicaragüense Restaurant,4.5,62
1283,panasian,False,34.0248259705828,-118.411131312985,Mee and Greet,4.0,265
1284,tradamerican,False,34.158376000000004,-118.36992,Idle Hour,4.0,973
1285,tex-mex,False,34.023008000000004,-118.39482,Amacita,4.0,42
1286,breakfast_brunch,False,34.076440000000005,-118.34539,Lulu's Cafe,4.5,147
1287,japanese,False,34.0634850866332,-118.29276982694901,Tokyo Hamburg,4.0,398
1288,gastropubs,False,34.03602,-118.23305,Little Bear,3.5,765
1289,burgers,False,34.1043020720697,-118.29158127307899,Honeybee Burger,4.0,113
1290,breakfast_brunch,False,34.097807,-118.362255,The Griddle Cafe,4.0,5740
1291,italian,False,34.1074686,-118.2872751,Farfalla Trattoria,4.0,628
1292,wine_bars,False,34.0448687,-118.2496209,Mignon,4.0,444
1293,breakfast_brunch,False,34.0638,-118.30598,Souffles,4.0,239
1294,cocktailbars,False,34.08052,-118.26991,Freedman's,4.0,184
1295,mexican,False,34.02141,-118.21404,Mariscos 4 Vientos,4.0,605
1296,breakfast_brunch,False,34.083817,-118.273853,Local,4.0,809
1297,ramen,False,34.058440000000004,-118.3087,Iki Ramen,4.5,204
1298,ramen,False,34.045277,-118.238494,Hana Ichimonme,4.0,442
1299,newamerican,False,34.0836424532327,-118.36287302767201,The Hart and the Hunter,3.5,810
1300,korean,False,34.06309,-118.29753999999998,Mountain Cafe,4.0,188
1301,newamerican,False,34.092132799999995,-118.3805803,"The Butcher, The Baker, The Cappuccino Maker",4.0,1427
1302,mexican,False,34.0571939,-118.2384039,La Golondrina Mexican Cafe,3.5,928
1303,thai,False,34.09846,-118.30487,Siam Sunset,4.0,261
1304,steak,False,34.0553,-118.26596,Pacific Dining Car,3.5,1242
1305,newamerican,False,34.083902,-118.295245,The Faculty,4.0,266
1306,mexican,False,34.09769,-118.35205,El Compadre,3.5,1586
1307,italian,False,34.1184299,-118.25971,All'Acqua,4.0,575
1308,vietnamese,False,34.06323,-118.29702,Pho 24,4.0,641
1309,vegetarian,False,34.06217,-118.23561,Homegirl Cafe,4.5,639
1310,italian,False,34.0978651,-118.3256499,Fabiolus Cucina,4.0,839
1311,newamerican,False,34.0579684054181,-118.414382588885,The Stand,4.0,235
1312,breakfast_brunch,False,34.01242,-118.30925,Jack's Family Kitchen,4.5,212
1313,creperies,False,34.0571800333348,-118.252924291915,Crepes De Paris,4.5,136
1314,tex-mex,False,34.157793067814005,-118.397385672772,AJ's Tex-Mex & Barbecue,4.5,194
1315,newamerican,False,34.0255407029642,-118.412643982327,The Doughroom,4.0,604
1316,italian,False,34.0834770202637,-118.366485595703,Mauro's Cafe,4.0,169
1317,mexican,False,34.1014551,-118.3314412,Calle Tacos,4.0,768
1318,filipino,False,34.0620072916925,-118.2975594,Neri's,4.0,227
1319,newamerican,False,34.11993,-118.32132,Beachwood Cafe,3.5,406
1320,mexican,False,34.0514859,-118.21792340000002,La Michoacana Restaurant,4.0,23
1321,breakfast_brunch,False,34.021791,-118.396617,Cafe Vida - Culver City,4.0,1274
1322,newamerican,False,34.10394,-118.3248,Jane Q,4.0,80
1323,coffee,False,34.083871,-118.3501442,Coffee Attic,5.0,17
1324,salvadoran,False,34.1240745371247,-118.22057582437999,Drive Thru Pupusas,5.0,116
1325,ethiopian,False,34.0570974,-118.3641842,Buna Ethiopian Restaurant & Market,4.5,335
1326,korean,False,34.066626219067196,-118.30896785648301,Feng Mao Lamb Kebab,4.0,445
1327,southern,False,34.061516999999995,-118.23971599999999,Howlin' Ray's,4.5,5624
1328,french,False,34.06415,-118.34366999999999,République,4.0,5132
1329,dimsum,False,34.07577,-118.36981999999999,Bao Dim Sum House,4.0,2775
1330,newamerican,False,34.048111,-118.25834499999999,JOEY DTLA,4.5,339
1331,chickenshop,False,34.0880681,-118.30896200000001,Dave's Hot Chicken,4.5,2513
1332,japanese,False,34.050022999999996,-118.239935,Marugame Monzo,4.5,3535
1333,filipino,False,34.08222,-118.30948000000001,Rice Guys,5.0,59
1334,cafes,False,34.060944799999994,-118.34467590000001,Met Her At A Bar,4.5,959
1335,italian,False,34.03402,-118.22918999999999,Bestia,4.5,5849
1336,sushi,False,34.06372,-118.36446000000001,KazuNori: The Original Hand Roll Bar,5.0,8
1337,delis,False,34.056090000000005,-118.27658000000001,Langer's,4.5,3614
1338,delis,False,34.0476,-118.31723400000001,Pasta Sisters,4.5,1334
1339,breakfast_brunch,False,34.050528899999996,-118.2486189,Eggslut,4.0,5585
1340,gastropubs,False,34.06449,-118.30891000000001,Tipsi,4.5,71
1341,burgers,False,34.099540000000005,-118.32911000000001,Stout Burgers & Beers,4.0,2030
1342,southern,False,34.0796,-118.36113999999999,Sweet Chick,4.0,964
1343,mexican,False,34.052409999999995,-118.30071000000001,Guelaguetza Restaurante,4.0,2117
1344,french,False,34.07208,-118.36748999999999,The Little Door,4.0,2033
1345,brazilian,False,34.04665,-118.25616000000001,H&H Brazilian Steakhouse,4.5,197
1346,tabletopgames,False,34.01619,-118.28168000000001,The Dragon and Meeple,5.0,53
1347,newamerican,False,34.054358,-118.25133899999999,Otium,4.0,1877
1348,korean,False,34.0637349,-118.29437279999999,Seongbukdong,4.0,1081
1349,korean,False,34.0546201,-118.29149509999999,Ong Ga Nae Korean BBQ,4.5,470
1350,sushi,False,34.08319167,-118.27324499999999,いざかや おせん- IZAKAYA OSEN,4.5,632
1351,sushi,False,34.06323,-118.29701999999999,Seaweed Hand Roll Bar,4.5,154
1352,newamerican,False,34.06215,-118.30098000000001,Openaire,4.0,372
1353,italian,False,34.1037812,-118.28724790000001,La Pergoletta,4.5,776
1354,filipino,False,34.095634000000004,-118.29272900000001,LA Rose Cafe,4.5,940
1355,mideastern,False,34.041509999999995,-118.23261000000001,Bavel,4.5,1064
1356,tapasmallplates,False,34.0941,-118.32733999999999,Barkada,4.5,280
1357,korean,False,34.04847,-118.30866999999999,Road To Seoul,4.0,3650
1358,newamerican,False,34.06372,-118.36446000000001,HiHo Cheeseburger,5.0,2
1359,french,False,34.1053549,-118.32469850000001,Papilles Bistro,4.5,438
1360,newamerican,False,34.076190000000004,-118.25656000000001,Adamae,4.5,53
1361,taiwanese,False,34.0614,-118.23951000000001,Lao Tao,4.0,405
1362,ramen,False,34.083710700000005,-118.34467590000001,Tatsu Ramen,4.0,3339
1363,bars,False,34.101795,-118.33239280000001,Te'Kila,4.0,929
1364,mexican,False,34.048120000000004,-118.21146999999999,Guisados,4.5,2403
1365,newamerican,False,33.959441999999996,-118.393598,Truxton's American Bistro,4.0,1366
1366,chicken_wings,False,34.067454299999994,-118.30961909999999,Gol Tong Chicken,4.5,551
1367,lounges,False,34.092321999999996,-118.338386203705,Next Door Lounge,4.0,1048
1368,asianfusion,False,34.06344,-118.29831000000001,Street Food Of Seoul,4.0,222
1369,sandwiches,False,34.0974499,-118.34994099999999,The Carving Board,4.5,660
1370,japanese,False,34.02507,-118.41226999999999,n/naka,4.5,692
1371,salvadoran,False,34.038759999999996,-118.28075,La Pupusa Urban Eatery,4.5,210
1372,seafood,False,34.04768,-118.32253999999999,La Cevicheria,4.5,829
1373,breakfast_brunch,False,34.100159999999995,-118.33013999999999,The Highlight Room Grill,4.0,190
1374,newamerican,False,34.083690000000004,-118.33988000000001,Auburn,4.5,72
1375,vegan,False,34.083420000000004,-118.37011000000001,Crossroads,4.0,1942
1376,mediterranean,False,34.0477539,-118.24735729999999,Bäco Mercat,4.0,2535
1377,breakfast_brunch,False,34.072893,-118.37178999999999,Joan's on Third,4.0,2249
1378,japanese,False,34.0443222,-118.23823390000001,Shojin Downtown,4.0,1734
1379,indonesian,False,34.050016299999996,-118.24335659999998,Kasih,4.5,391
1380,tacos,False,34.0416441,-118.25226570000001,Sonoratown,4.5,720
1381,seafoodmarkets,False,34.04083,-118.24018000000001,Fisherman's Outlet,4.0,1099
1382,mediterranean,False,34.089290000000005,-118.27693000000001,Mh Zh,4.5,382
1383,vietnamese,False,34.067257299999994,-118.23563329999999,Pho 87,4.0,1379
1384,coffee,False,34.084365999999996,-118.28663600000002,Sqirl,4.0,1947
1385,cafes,False,34.0723701,-118.34436550000001,The Sycamore Kitchen,4.0,868
1386,korean,False,34.063757,-118.29583799999999,Ham Ji Park,4.0,1466
1387,ramen,False,34.0837585,-118.35254599999999,E.A.K. Ramen,4.0,338
1388,newamerican,False,34.046079999999996,-118.23489,Manuela,4.0,855
1389,coffee,False,34.041973999999996,-118.235426,Urth Caffé- Downtown LA,4.0,5108
1390,italian,False,34.103041999999995,-118.29185700000001,Il Capriccio on Vermont,4.0,945
1391,newamerican,False,34.0565145084118,-118.41521503953001,Hinoki & The Bird,3.5,1365
1392,newamerican,False,34.004448100000005,-118.43110949999999,Little Fatty,4.0,531
1393,mexican,False,34.035216999999996,-118.25591000000001,Mex Perú Gipsy,5.0,758
1394,chickenshop,False,34.059959899999996,-118.41982,The Crack Shack,4.0,344
1395,mexican,False,34.10743,-118.25441000000001,Salazar,3.5,903
1396,japanese,False,34.048279,-118.25856100000001,Marugame Udon,4.0,80
1397,mediterranean,False,34.1002441,-118.29061019999999,Kismet,4.0,429
1398,italian,False,34.08319,-118.33881000000001,Osteria Mozza,4.0,2711
1399,brazilian,False,34.061358,-118.31045300000001,M Grill,4.5,1980
1400,italian,False,34.045168,-118.25652600000001,Colori Kitchen,4.0,1600
1401,thai,False,33.95878,-118.39451000000001,Ayara Thai Cuisine,4.0,1977
1402,foodtrucks,False,34.114824,-118.26994499999999,Ricky's Fish Tacos,4.5,1158
1403,mexican,False,34.04714,-118.21798999999999,Birrieria Don Boni,4.5,415
1404,seafood,False,34.101279999999996,-118.31841000000001,Palms Thai Restaurant,4.0,2654
1405,cajun,False,33.9743356,-118.32417179999999,Red's Flavor Table,4.0,590
1406,japanese,False,34.047201799999996,-118.2388601,KaGaYa,4.5,607
1407,breakfast_brunch,False,34.102959999999996,-118.28719,Home Restaurant - Los Feliz,4.0,2727
1408,seafood,False,34.0269938,-118.40879299999999,Lobster & Beer,4.0,627
1409,mediterranean,False,34.039926799999996,-118.4233433,Aroma Cafe,4.0,306
1410,comfortfood,False,34.0377826,-118.24287209999999,Comfort LA,4.0,841
1411,ramen,False,34.050528899999996,-118.2486189,Ramen Hood,4.5,910
1412,thai,False,34.06876,-118.30948000000001,Hae Ha Heng Thai Bistro,4.5,1110
1413,korean,False,34.07642,-118.30556999999999,Sulga Jinju Gom Tang House of Beef Soup,5.0,191
1414,cocktailbars,False,34.047579999999996,-118.25036000000001,The Little Easy,4.0,1016
1415,bbq,False,34.067409999999995,-118.30873000000001,Song Hak Korean BBQ 松鹤韩国烤肉烤肠,4.5,173
1416,newamerican,False,34.16464000000001,-118.37261000000001,ST. ANNE'S,4.5,208
1417,newamerican,False,34.0756,-118.38388490000001,The Ivy,3.5,1872
1418,gastropubs,False,34.064332,-118.30854599999999,Beer Belly,4.0,2350
1419,japanese,False,34.049704999999996,-118.239652,Sushi Enya,4.5,1337
1420,french,False,34.0481,-118.24846000000001,Le Petit Paris,4.0,1113
1421,cocktailbars,False,34.047509999999996,-118.25072,Mezcalero,4.0,435
1422,korean,False,34.098144899999994,-118.35043490000001,BBQ + RICE Korean BBQ Bowls,4.5,229
1423,italian,False,34.06372,-118.36446000000001,Uovo- Mid-Wilshire,5.0,8
1424,hotdog,False,34.08403,-118.34438999999999,Pink's Hot Dogs,3.5,7027
1425,korean,False,34.057539500000004,-118.30725919999999,Honey Night,4.5,90
1426,gastropubs,False,34.042762100000004,-118.25365149999999,Peking Tavern,4.0,730
1427,chinese,False,34.0741838,-118.27939930000001,Woon,4.5,150
1428,mexican,False,34.09544,-118.30256000000001,El Zarape,4.5,549
1429,italian,False,34.07642,-118.34908999999999,Angelini Osteria,4.5,1725
1430,foodtrucks,False,34.046438,-118.34571799999999,Leo's Tacos Truck,4.5,1745
