,category,is_closed,latitude,longitude,name,rating,review_count
1431,korean,False,34.05279,-118.30606999999999,Yuchun,4.0,1041
1432,bars,False,34.10605,-118.25693999999999,Ivanhoe Restaurant & Bar,4.5,332
1433,japanese,False,34.036251899999996,-118.24066880000001,Hayato,5.0,53
1434,burgers,False,34.020396999999996,-118.42231299999999,Tripp Burgers,4.5,14
1435,cafes,False,34.07718,-118.26406000000001,Larchmont Bungalow Cafe,4.5,246
1436,japanese,False,34.0982549,-118.30289540000001,ShaBuShi,4.5,422
1437,mediterranean,False,34.0482095,-118.23987890000001,Spitz - Little Tokyo,4.0,1594
1438,mediterranean,False,34.1157446801662,-118.25143866241001,Momed Atwater Village,4.0,520
1439,vegetarian,False,34.077812,-118.26461599999999,Elf Café,4.5,739
1440,tradamerican,False,34.093984000000006,-118.32763899999999,Doomie's Home Cookin',4.0,1677
1441,newamerican,False,34.1014294,-118.32633259999999,Feast,4.0,472
1442,chinese,False,34.06004,-118.29061999999999,Wok Bar,4.5,9
1443,vegetarian,False,34.0762049,-118.37026750000001,Backyard Bowls,4.5,456
1444,italian,False,34.038866999999996,-118.23602,The Factory Kitchen,4.0,1296
1445,newamerican,False,34.0762249,-118.36419779999999,Market Provisions,4.0,374
1446,korean,False,34.05786,-118.30273999999999,Oo-Kook Korean BBQ,4.0,1796
1447,seafood,False,34.07649,-118.30151000000001,Alaska Seafood,4.5,127
1448,tradamerican,False,34.04489,-118.26417350000001,Shaquille’s,3.5,553
1449,mediterranean,False,34.0249037,-118.28459609999999,CAVA,4.0,177
1450,filipino,False,34.09516,-118.28381999999999,Ma'am Sir,3.5,377
1451,seafood,False,34.063452000000005,-118.29904599999999,EMC Seafood & Raw Bar,4.0,3155
1452,grocery,False,34.052237,-118.30851499999999,Koreatown Galleria,4.0,276
1453,mongolian,False,34.06177,-118.28725800000001,Golden Mongolian Restaurant,4.5,183
1454,burgers,False,34.095160299999996,-118.28314009999998,My Vegan Gold,4.5,739
1455,italian,False,34.0907526,-118.38841629999999,Rainbow Bar & Grill,3.5,860
1456,korean,False,34.052929999999996,-118.30351999999999,Myung In Dumplings,4.0,745
1457,cocktailbars,False,34.0637,-118.30821999999999,Here's Looking At You,4.0,461
1458,italian,False,34.0711906,-118.35994170000001,Andre's Italian Restaurant,4.0,1164
1459,cocktailbars,False,34.04676,-118.25098999999999,Clayton's Public House,4.0,259
1460,bbq,False,34.031909999999996,-118.33525490000001,Phillips Barbecue,4.0,493
1461,chinese,False,34.05239,-118.30341999999999,Young King,4.0,540
1462,korean,False,34.0637349,-118.29629080000001,Mari Kimbap Shop,4.5,189
1463,bars,False,34.07639,-118.25578999999999,Ostrich Farm,4.0,441
1464,lounges,False,33.99689,-118.42653999999999,Alibi Room,4.0,1466
1465,seafood,False,34.06355,-118.28741000000001,Oh My Crab,4.0,16
1466,sandwiches,False,34.04762,-118.32758000000001,The Grain Cafe,4.5,830
1467,ethiopian,False,34.03975,-118.30376000000001,Lucy Ethiopian Restaurant,5.0,2
1468,southern,False,34.06962,-118.27756000000001,Crawford's,4.5,298
1469,bbq,False,34.04676,-118.25098999999999,RiceBox,4.5,163
1470,burgers,False,34.04074,-118.42786000000001,The Apple Pan,3.5,2804
1471,indpak,False,34.083659999999995,-118.34326999999999,Anarkali Indian Restaurant,4.0,2530
1472,korean,False,34.0574299,-118.30658000000001,Haemaru,4.0,103
1473,french,False,34.04155,-118.25703999999999,Zinqué,4.5,54
1474,coffee,False,34.060212,-118.29132800000001,Alchemist Coffee Project,4.5,1059
1475,breakfast_brunch,False,34.04676,-118.25098999999999,Blu Jam Cafe,4.0,923
1476,izakaya,False,34.07267,-118.25178000000001,Tsubaki,4.0,215
1477,sushi,False,34.0484675,-118.24024909999999,Komasa Sushi,4.5,1283
1478,caribbean,False,34.016999999999996,-118.30854,Tracey's Belizean Restaurant,4.5,118
1479,cafes,False,34.04385,-118.23288000000001,The Black Fig,4.5,148
1480,cajun,False,34.0254551,-118.32796599999999,Harold & Belle's,3.5,859
1481,newamerican,False,34.04716,-118.24708000000001,Blacksmiths,4.5,587
1482,cafes,False,34.0768811,-118.25800690000001,Honey Hi,4.5,232
1483,filipino,False,34.14177,-118.22111000000001,Eagle Rock Kitchen,4.5,170
1484,caribbean,False,34.00574,-118.33183000000001,Ackee Bamboo Jamaican Cuisine,4.0,343
1485,desserts,False,33.9886408,-118.35333519999999,Crustees Eatery,5.0,63
1486,newamerican,False,34.095259999999996,-118.29498000000001,Square One Dining,4.0,1633
1487,italian,False,34.089188899999996,-118.3329895,Rao's - Los Angeles,4.0,432
1488,mexican,False,34.04675,-118.28246999999999,King Taco,3.5,1004
1489,burgers,False,34.0242256,-118.28469960000001,Wahlburgers,3.5,203
1490,ramen,False,34.101362,-118.34549369999999,Shin Ramen,4.0,763
1491,breakfast_brunch,False,34.0472167,-118.23888500000001,Aloha Café,4.0,656
1492,korean,False,34.058,-118.29373999999999,Majangdong,5.0,34
1493,soulfood,False,33.969506,-118.30908899999999,M'Dear's Bakery & Bistro,3.5,265
1494,coffee,False,34.071382,-118.34383700000001,Bluestone Lane,4.0,116
1495,breakfast_brunch,False,34.092421,-118.33899199999999,Salt's Cure,3.5,343
1496,mideastern,False,34.044814,-118.25666000000001,The Exchange Restaurant,4.0,344
1497,salad,False,33.999359999999996,-118.41891000000001,Green Apple Cafe,5.0,4
1498,indonesian,False,34.0269938,-118.40879299999999,Mr. Sate,4.5,204
1499,newamerican,False,34.076269,-118.38358799999999,The Henry,4.0,648
1500,pizza,False,34.073159999999994,-118.38346999999999,Pizzeria Il Fico,4.5,457
1501,newamerican,False,34.04697,-118.25556999999999,The NoMad Restaurant,4.0,323
1502,argentine,False,34.0574375,-118.29374309999999,ACA Grill,4.5,430
1503,mexican,False,34.03967,-118.25471999999999,Cilantro Lime,4.5,362
1504,breakfast_brunch,False,34.02876,-118.27516999999999,Jacks N Joe,4.0,2010
1505,chicken_wings,False,34.0905951,-118.32558610000001,Jesse Boy,4.5,325
1506,korean,False,34.062401,-118.29758799999999,Wako Donkasu,4.0,639
1507,wine_bars,False,34.083525,-118.36320900000001,Froma on Melrose,4.5,272
1508,brazilian,False,34.1072244,-118.28727509999999,Tropicalia Brazilian Grill,4.0,561
1509,korean,False,34.063852000000004,-118.29460900000001,Dan Sung Sa,4.0,814
1510,bbq,False,34.14114,-118.37593700000001,Ohana BBQ,4.5,348
1511,mexican,False,34.105959999999996,-118.27281,Mi Corazon,4.0,195
1512,wine_bars,False,34.083259999999996,-118.3483,Severance,4.5,69
1513,mideastern,False,34.020886700000005,-118.40270790000001,Jaffa Palms,4.5,73
1514,cafes,False,34.0838349,-118.36928449999999,Carrera Cafe,4.0,324
1515,sandwiches,False,34.083594899999994,-118.34200609999999,Banh Oui,5.0,4
1516,newamerican,False,34.10722,-118.26418000000001,Small Town,4.0,54
1517,gastropubs,False,34.08324,-118.34768999999999,The Parlor,3.5,648
1518,streetvendors,False,34.0452489,-118.23534769999999,Lou’s Hot Chicken,5.0,79
1519,asianfusion,False,34.050109899999995,-118.25793999999999,Kues Restaurant,4.0,147
1520,chicken_wings,False,34.0835735963673,-118.34313471133001,Hot Wings Cafe,4.0,855
1521,diners,False,34.046219,-118.24899199999999,Nickel Diner,4.0,2392
1522,breakfast_brunch,False,34.08307,-118.28426999999999,Jewel,4.5,193
1523,japanese,False,34.099696,-118.32344769999999,Sorra,4.0,25
1524,newamerican,False,34.059959899999996,-118.41982,Saint Marc,3.5,172
1525,mexican,False,34.068346999999996,-118.2625568,Tamales Alberto,4.5,309
1526,sushi,False,34.07776,-118.37693999999999,Sushi Fumi,4.5,300
1527,thai,False,34.095450468319896,-118.28494475373999,Wat Dong Moon Lek Noodle,4.0,975
1528,korean,False,34.0622771,-118.29751680000001,BongChu,4.0,223
1529,foodstands,False,34.051601700000006,-118.26664029999999,Porchetta Republic,5.0,34
1530,italian,False,34.08319,-118.33908000000001,Chi Spacca,4.0,552
1531,mexican,False,34.056529,-118.34488200000001,Trejos Tacos - La Brea,3.5,1596
1532,mexican,False,34.033920157678104,-118.29148504988999,La Barca Restaurant,4.0,827
1533,tradamerican,False,34.073855,-118.23995900000001,Dodger Stadium - Stadium Club,4.0,175
1534,mexican,False,34.00225,-118.26483999999999,Mariscos La Corita,4.5,100
1535,vegan,False,34.138579198962105,-118.36653899999999,SunCafe Organic,4.5,2295
1536,mexican,False,34.02362,-118.26508000000001,Birrieria Los Gonzalez,4.0,161
1537,burgers,False,34.075395,-118.32381799999999,Burger Lounge,4.0,333
1538,korean,False,34.025032,-118.28546499999999,KOBUNGA,4.5,150
1539,italian,False,34.02647,-118.24328999999999,IL Bambino Restaurant,5.0,148
1540,newamerican,False,34.092096999999995,-118.27974499999999,The Black Cat,4.0,458
1541,pizza,False,34.08292,-118.27288999999999,Wood,4.0,636
1542,sushi,False,34.10226,-118.32481999999999,Totoyama Sushi & Ramen,4.0,198
1543,tradamerican,False,34.06081,-118.26733999999999,Gus's Drive In,3.5,401
1544,chickenshop,False,34.0462278,-118.25093659999999,The Red Chickz,4.0,281
1545,coffee,False,34.147846,-118.43194799999999,The Joint Eatery,4.5,180
1546,japanese,False,34.075134999999996,-118.308649,Brothers Shabuhouse,4.0,68
1547,diners,False,34.089290000000005,-118.27693000000001,Millie's Cafe,4.0,982
1548,sushi,False,34.0487781,-118.24066129999999,Kura Revolving Sushi Bar,3.5,1316
1549,seafood,False,34.0487526,-118.25912679999999,Seasalt Fish Grill,4.0,778
1550,korean,False,34.06876,-118.30948000000001,Tasty Grill,4.5,220
1551,chinese,False,34.09746,-118.36513000000001,Wokcano Asian Restaurant & Bar,4.0,453
1552,poke,False,34.063992999999996,-118.28383799999999,Pokémolé,4.5,306
1553,chicken_wings,False,34.0833,-118.34998999999999,Love Baked Wings,4.0,371
1554,breakfast_brunch,False,33.9599,-118.27421000000001,Roscoe's House of Chicken & Waffles,4.0,524
1555,chinese,False,34.07817,-118.25676000000001,Combo A,4.5,227
1556,chinese,False,34.058279999999996,-118.36251999999999,Fortune House Chinese Cuisine,4.0,236
1557,italian,False,34.076570000000004,-118.31101000000001,Antico Restaurant,4.0,49
1558,breakfast_brunch,False,34.08222,-118.30948000000001,LA Breakfast Club,5.0,1
1559,mexican,False,34.07869,-118.21471000000001,El Camaron Pelado,4.0,233
1560,mexican,False,34.0634262,-118.24567169999999,Mexicali Taco & Co,4.0,870
1561,pizza,False,34.07405,-118.21073999999999,The Heights Deli & Bottle Shop,4.5,459
1562,asianfusion,False,34.060035299999996,-118.2388394,Ord & Broadway,4.5,199
1563,bbq,False,34.0421867,-118.30889509999999,Chin's Hawaiian Teriyaki Bbq Chicken,4.0,62
1564,brazilian,False,34.015667799999996,-118.4127939,Cantinho Brasileiro,4.5,25
1565,korean,False,34.047509000000005,-118.32476299999999,Han Mi Jung,4.5,69
1566,korean,False,34.0478722,-118.32573729999999,Ham Ji Park,4.0,154
1567,streetvendors,False,34.07145,-118.27266999999999,Dollar Hits,4.0,252
1568,latin,False,34.03904,-118.30941000000001,Sabor Nicaragüense Restaurant,4.5,62
1569,russian,False,34.0999077,-118.34486709999999,Robert's Russian Cuisine,4.5,220
1570,italian,False,34.1074686,-118.28727509999999,Farfalla Trattoria,4.0,628
1571,cocktailbars,False,34.08052,-118.26991000000001,Freedman's,4.0,184
1572,mexican,False,34.021409999999996,-118.21404,Mariscos 4 Vientos,4.0,605
1573,asianfusion,False,34.076029999999996,-118.32399,Good Goose Cafe,5.0,81
1574,mexican,False,34.099443,-118.32900120000001,Trejo's Cantina - Hollywood,3.5,525
1575,pizza,False,34.07727,-118.26388999999999,Cosa Buona,4.0,280
1576,breakfast_brunch,False,34.083816999999996,-118.273853,Local,4.0,809
1577,chicken_wings,False,34.0628631,-118.30626720000001,Kitchen Sooda,4.0,172
1578,ramen,False,34.045277,-118.23849399999999,Hana Ichimonme,4.0,442
1579,mexican,False,34.0571939,-118.23840390000001,La Golondrina Mexican Cafe,3.5,928
1580,thai,False,34.098459999999996,-118.30487,Siam Sunset,4.0,261
1581,german,False,34.004129999999996,-118.43101999999999,Rasselbock L.A. Kitchen & Beer Garden,4.0,104
1582,bars,False,34.044846,-118.24956399999999,Cole's French Dip,3.5,2184
1583,wine_bars,False,34.082353999999995,-118.27228000000001,Same Same,4.0,223
1584,noodles,False,34.025517799999996,-118.2775239,Northern Cafe,3.5,205
1585,italian,False,34.1184299,-118.25971000000001,All'Acqua,4.0,575
1586,mediterranean,False,34.098459999999996,-118.30018999999999,Zankou Chicken - Hollywood,3.5,1011
1587,vietnamese,False,34.06323,-118.29701999999999,Pho 24,4.0,641
1588,vegetarian,False,34.06217,-118.23561000000001,Homegirl Cafe,4.5,639
1589,italian,False,34.08323,-118.34723999999999,Frankie's,4.0,412
1590,mediterranean,False,34.02948,-118.38901000000001,Almaza,4.0,537
1591,korean,False,34.03458,-118.25761999999999,Halmoni Grandmas Dukbokki,4.5,57
1592,italian,False,34.0484549,-118.24796459999999,Orsa & Winston,4.0,441
1593,mexican,False,34.075886499999996,-118.350284,Petty Cash Taqueria & Bar,3.5,861
1594,breakfast_brunch,False,34.021791,-118.39661699999999,Cafe Vida - Culver City,4.0,1274
1595,ethiopian,False,34.057097399999996,-118.3641842,Buna Ethiopian Restaurant & Market,4.5,335
1596,cocktailbars,False,34.040358000000005,-118.26341969999999,barcito,4.0,312
1597,korean,False,34.064009000000006,-118.3007013,Yup Dduk La,4.5,1951
1598,italian,False,34.046459000000006,-118.238403,PASTA e PASTA by Allegro,4.5,700
1599,seafood,False,34.034715000000006,-118.241374,Rappahannock Oyster Bar - DTLA,4.5,192
1600,tex-mex,False,34.099790000000006,-118.29021000000002,HomeState,4.5,959
1601,newamerican,False,34.164640000000006,-118.37261000000001,ST. ANNE'S,4.5,208
1602,wine_bars,False,34.044503000000006,-118.24037,High Tide,4.5,96
1603,butcher,False,34.097640000000006,-118.3334,Gwen Butcher Shop,4.0,528
1604,peruvian,False,34.150090000000006,-118.3781,Los Balcones - Studio City,4.0,88
1605,korean,False,34.056182861328104,-118.30940246581999,Ma Dang Gook Soo,4.0,617
1606,foodtrucks,False,34.0986671447754,-118.30989074706999,Leo's Tacos Truck,4.0,273
1607,cajun,False,34.097834616136495,-118.3233207,The Kickin’ Crab,4.0,49
