,Unnamed: 0,category,is_closed,latitude,longitude,name,rating,review_count,district
1237,1237,newamerican,False,34.082573407069304,-118.374798180805,Taste on Melrose,4.0,2548,west hollywood
1238,1238,venezuelan,False,34.171879,-118.38173700000002,Coffee For Breakfast,4.5,358,burbank
1239,1239,foodtrucks,False,34.0986671447754,-118.30989074707001,Leo's Tacos Truck,4.0,273,west hollywood
1240,1240,pizza,False,34.08292,-118.27288999999999,Wood,4.0,636,los angeles
1241,1241,newamerican,False,34.0869539412233,-118.37675299821699,Barton G - Los Angeles,3.5,2274,west hollywood
1242,1242,sushi,False,34.10226,-118.32481999999999,Totoyama Sushi & Ramen,4.0,198,west hollywood
1243,1243,seafood,False,34.04712,-118.25708,Le Grand,4.5,156,los angeles
1244,1244,bakeries,False,34.150397561620004,-118.25546929797,Porto's Bakery & Cafe,4.5,8506,glendale
1245,1245,seafood,False,34.0445128974681,-118.265206574205,Rock'N Fish,3.5,1179,los angeles
1246,1246,coffee,False,34.147846,-118.43194799999999,The Joint Eatery,4.5,180,beverly hills
1247,1247,burgers,False,34.0444029,-118.2560307,Shake Shack,3.5,326,los angeles
1248,1248,diners,False,34.089290000000005,-118.27693000000001,Millie's Cafe,4.0,982,los angeles
1249,1249,sushi,False,34.0487781,-118.24066129999999,Kura Revolving Sushi Bar,3.5,1316,los angeles
1250,1250,korean,False,34.0622606,-118.2975594,JJUKKU JJUKKU BBQ,4.0,858,los angeles
1251,1251,breakfast_brunch,False,34.04635,-118.2511,Gizmo's Cereal Bar,5.0,120,los angeles
1252,1252,newamerican,False,34.1442843,-118.4090044,The Six Chow House,4.5,1758,beverly hills
1253,1253,breakfast_brunch,False,33.9599,-118.27421000000001,Roscoe's House of Chicken & Waffles,4.0,524,westmont
1254,1254,italian,False,34.104808807373,-118.291404724121,Palermo Italian Restaurant,4.0,1473,glendale
1255,1255,dimsum,False,34.0655097961426,-118.236274719238,Golden Dragon Restaurant,3.5,704,los angeles
1256,1256,korean,False,34.0631573362865,-118.302618999411,Brothers Bbq,4.0,467,los angeles
1257,1257,bakeries,False,34.0603059013255,-118.420859099482,Clementine,4.0,1013,beverly hills
1258,1258,indpak,False,34.072291,-118.368852,Electric Karma,4.0,794,west hollywood
1259,1259,desserts,False,34.0335465,-118.2405124,S'moreology,5.0,44,los angeles
1260,1260,salad,False,34.098178000000004,-118.322718,sweetgreen,4.0,257,west hollywood
1261,1261,newamerican,False,34.095620000000004,-118.29534,Five Leaves LA,4.0,108,glendale
1262,1262,italian,False,34.0351,-118.25332,Rossoblu,4.0,480,los angeles
1263,1263,bakeries,False,33.9978245979172,-118.42031159448,Lodge Bread,4.0,564,culver city
1264,1264,mexican,False,34.07869,-118.21471000000001,El Camaron Pelado,4.0,233,los angeles
1265,1265,indpak,False,34.0256549,-118.294352,Himalayan House,4.0,298,los angeles
1266,1266,pizza,False,34.06188,-118.34278,Apollonia's Pizzeria,4.0,390,west hollywood
1267,1267,mexican,False,34.06198,-118.3456,LA Chankla,4.5,6,west hollywood
1268,1268,cafes,False,34.0522237,-118.37115,Green Table Cafe,4.5,435,beverly hills
1269,1269,pizza,False,34.07405,-118.21073999999999,The Heights Deli & Bottle Shop,4.5,459,los angeles
1270,1270,asianfusion,False,34.060035299999996,-118.2388394,Ord & Broadway,4.5,199,los angeles
1271,1271,bakeries,False,34.10151,-118.30238,Friends & Family,4.0,169,west hollywood
1272,1272,newamerican,False,34.0443026525531,-118.26468279268299,Tom's Urban - LA Live,3.5,2599,los angeles
1273,1273,chickenshop,False,34.16468,-118.37409,Dave's Hot Chicken,5.0,5,burbank
1274,1274,breakfast_brunch,False,34.0532,-118.37709,Nick's Coffee Shop,4.0,803,beverly hills
1275,1275,seafood,False,34.06621,-118.23803999999998,Full House Seafood Restaurant,3.5,679,los angeles
1276,1276,korean,False,34.049094735028504,-118.240457989559,Korean Kitchen Hibachi Barbeque,4.0,323,los angeles
1277,1277,desserts,False,34.1431,-118.3964,Beignet Box,5.0,3,west hollywood
1278,1278,steak,False,34.0446963342719,-118.26536453203,Fleming's Prime Steakhouse & Wine Bar,4.0,1530,los angeles
1279,1279,steak,False,34.0522793152641,-118.255719402447,LA Prime,4.0,903,los angeles
1280,1280,colombian,False,34.05124,-118.27332,Sabor Colombiano,3.5,331,los angeles
1281,1281,bars,False,34.083728207846,-118.35099608421301,The Village Idiot,4.0,1224,west hollywood
1282,1282,latin,False,34.03904,-118.30941000000001,Sabor Nicaragüense Restaurant,4.5,62,los angeles
1283,1283,panasian,False,34.0248259705828,-118.411131312985,Mee and Greet,4.0,265,culver city
1284,1284,tradamerican,False,34.158376000000004,-118.36992,Idle Hour,4.0,973,burbank
1285,1285,tex-mex,False,34.023008000000004,-118.39482,Amacita,4.0,42,culver city
1286,1286,breakfast_brunch,False,34.076440000000005,-118.34539,Lulu's Cafe,4.5,147,west hollywood
1287,1287,japanese,False,34.0634850866332,-118.29276982694901,Tokyo Hamburg,4.0,398,los angeles
1288,1288,gastropubs,False,34.03602,-118.23305,Little Bear,3.5,765,los angeles
1289,1289,burgers,False,34.1043020720697,-118.29158127307899,Honeybee Burger,4.0,113,glendale
1290,1290,breakfast_brunch,False,34.097807,-118.362255,The Griddle Cafe,4.0,5740,west hollywood
1291,1291,italian,False,34.1074686,-118.28727509999999,Farfalla Trattoria,4.0,628,glendale
1292,1292,wine_bars,False,34.0448687,-118.2496209,Mignon,4.0,444,los angeles
1293,1293,breakfast_brunch,False,34.0638,-118.30598,Souffles,4.0,239,west hollywood
1294,1294,cocktailbars,False,34.08052,-118.26991000000001,Freedman's,4.0,184,los angeles
1295,1295,mexican,False,34.021409999999996,-118.21404,Mariscos 4 Vientos,4.0,605,huntington park
1296,1296,breakfast_brunch,False,34.083816999999996,-118.273853,Local,4.0,809,los angeles
1297,1297,ramen,False,34.058440000000004,-118.3087,Iki Ramen,4.5,204,west hollywood
1298,1298,ramen,False,34.045277,-118.23849399999999,Hana Ichimonme,4.0,442,los angeles
1299,1299,newamerican,False,34.0836424532327,-118.36287302767201,The Hart and the Hunter,3.5,810,west hollywood
1300,1300,korean,False,34.06309,-118.29753999999998,Mountain Cafe,4.0,188,los angeles
1301,1301,newamerican,False,34.092132799999995,-118.3805803,"The Butcher, The Baker, The Cappuccino Maker",4.0,1427,west hollywood
1302,1302,mexican,False,34.0571939,-118.23840390000001,La Golondrina Mexican Cafe,3.5,928,los angeles
1303,1303,thai,False,34.098459999999996,-118.30487,Siam Sunset,4.0,261,west hollywood
